0 1 2
121 115 6
121 118 4
121 119 3
122 128 8
122 131 6
122 132 7
122 133 5
122 136 10
122 137 9
122 138 6
122 141 9
122 142 5
122 146 4
122 147 10
122 148 6
122 149 8
122 152 3
122 157 7
122 158 1
122 159 5
122 160 5
122 162 9
122 164 9
122 166 6
122 169 2
122 171 4
122 172 1
122 179 3
122 180 10
122 184 4
122 187 2
122 188 4
122 189 7
122 190 2
122 194 7
122 199 4
122 200 8
122 201 2
122 203 3
122 205 5
122 206 9
122 207 8
122 212 7
122 213 2
122 215 2
122 216 10
122 217 1
122 218 4
122 228 5
122 229 8
122 231 3
122 239 3
122 242 4
122 245 1
122 248 5
122 249 7
122 250 7
122 251 2
122 255 10
122 258 1
122 261 4
122 263 2
122 265 5
122 266 1
122 268 2
122 272 7
122 275 7
122 276 3
122 278 6
122 279 9
122 281 6
122 282 1
122 283 4
122 285 2
122 287 9
122 288 6
122 289 10
122 290 7
122 294 7
122 296 5
122 297 8
122 301 6
122 302 2
122 303 1
122 304 4
122 306 7
122 308 1
122 310 2
122 312 7
122 314 3
122 316 7
122 317 9
122 319 10
122 320 1
122 323 6
122 324 9
122 327 1
122 329 6
122 330 3
122 331 6
122 333 10
122 334 1
122 335 3
122 338 4
122 345 10
122 346 5
122 349 1
122 352 5
122 359 4
122 360 10
122 361 8
122 362 3
122 366 1
122 367 6
122 368 4
122 371 3
122 376 9
122 384 4
122 386 3
122 389 3
122 393 2
122 395 10
122 397 5
122 398 4
122 400 7
122 402 2
122 406 4
122 414 5
122 419 5
122 420 4
122 421 7
122 423 8
122 424 3
122 425 4
122 426 10
122 428 4
122 433 6
122 435 9
122 437 3
122 438 1
122 439 4
122 440 6
122 442 8
122 443 9
122 444 10
122 447 8
122 454 8
122 455 3
122 456 8
122 458 4
122 460 7
122 461 2
122 462 10
122 464 10
122 469 3
122 471 5
122 472 9
122 474 3
122 476 6
122 478 4
122 480 9
122 481 4
122 483 1
122 484 5
122 485 4
122 489 6
122 492 5
122 493 2
122 496 1
122 499 5
122 2 7
122 4 1
122 7 1
122 9 2
122 10 8
122 11 4
122 12 1
122 13 5
122 14 9
122 20 2
122 21 3
122 23 7
122 26 1
122 28 10
122 31 2
122 32 10
122 35 7
122 39 3
122 40 4
122 42 8
122 44 2
122 48 5
122 49 3
122 50 6
122 51 4
122 53 5
122 54 4
122 59 10
122 62 2
122 67 4
122 68 8
122 70 6
122 73 5
122 74 3
122 75 4
122 76 1
122 78 9
122 82 4
122 85 4
122 86 3
122 87 10
122 88 3
122 91 2
122 95 4
122 97 5
122 98 5
122 99 6
122 100 3
122 102 9
122 103 4
122 106 3
122 110 5
122 112 5
122 115 3
122 117 10
122 118 4
122 119 10
122 120 7
122 121 8
123 124 5
123 125 6
123 127 1
123 129 9
123 131 3
123 133 5
123 134 3
123 135 3
123 136 7
123 137 2
123 138 7
123 145 3
123 147 5
123 150 9
123 151 10
123 153 3
123 157 6
123 159 4
123 161 3
123 165 3
123 169 8
123 171 9
123 175 10
123 176 10
123 177 9
123 178 5
123 180 3
123 181 6
123 182 9
123 186 4
123 189 4
123 192 8
123 194 2
123 195 9
123 198 7
123 199 3
123 200 4
123 202 4
123 204 10
123 205 1
123 206 4
123 207 10
123 209 7
123 210 6
123 211 7
123 214 9
123 215 9
123 217 6
123 220 5
123 221 2
123 222 8
123 223 1
123 224 4
123 227 8
123 228 5
123 232 10
123 233 8
123 234 10
123 237 4
123 241 9
123 242 9
123 243 8
123 244 1
123 245 9
123 247 9
123 249 4
123 251 4
123 252 4
123 253 5
123 254 2
123 258 3
123 259 6
123 260 5
123 261 8
123 263 1
123 264 5
123 265 7
123 266 2
123 267 9
123 268 1
123 270 5
123 272 7
123 275 9
123 277 6
123 280 4
123 281 7
123 282 9
123 284 1
123 287 1
123 291 3
123 293 10
123 295 2
123 296 4
123 298 8
123 304 5
123 306 4
123 308 7
123 309 6
123 313 2
123 314 5
123 315 1
123 317 6
123 318 4
123 320 4
123 321 3
123 322 3
123 323 5
123 325 6
123 326 9
123 327 1
123 331 4
123 333 4
123 334 7
123 335 7
123 340 7
123 341 4
123 343 5
123 345 10
123 346 5
123 347 2
123 349 10
123 352 9
123 354 2
123 355 4
123 357 1
123 359 2
123 361 2
123 362 7
123 366 9
123 369 4
123 370 9
123 371 3
123 373 3
123 374 5
123 375 4
123 376 9
123 377 7
123 378 6
123 379 9
123 380 2
123 381 8
123 384 7
123 385 8
123 388 2
123 394 9
123 396 9
123 397 5
123 398 8
123 403 2
123 404 10
123 406 7
123 408 5
123 411 7
123 413 3
123 414 7
123 416 8
123 417 10
123 418 4
123 419 3
123 420 2
123 422 10
123 423 1
123 424 7
123 425 3
123 427 8
123 429 9
123 430 9
123 431 2
123 432 5
123 434 10
123 435 1
123 436 6
123 437 4
123 438 4
123 439 5
123 441 7
123 442 2
123 443 10
123 445 5
123 447 6
123 448 10
123 450 9
123 452 6
123 453 9
123 455 6
123 464 5
123 465 9
123 466 10
123 468 10
123 469 5
123 470 7
123 471 5
123 472 2
123 474 3
123 475 8
123 476 4
123 477 1
123 480 2
123 481 5
123 484 8
123 485 7
123 486 2
123 490 10
123 493 4
123 495 3
123 497 4
123 499 4
123 0 10
123 1 8
123 4 10
123 6 1
123 9 1
123 11 2
123 13 2
123 15 1
123 16 8
123 18 4
123 19 3
123 22 1
123 23 7
123 24 6
123 26 1
123 28 10
123 31 8
123 33 3
123 35 10
123 36 7
123 37 1
123 40 1
123 45 8
123 48 4
123 50 2
123 51 6
123 54 4
123 55 6
123 58 1
123 63 5
123 64 2
123 65 7
123 66 5
123 67 8
123 69 7
123 70 1
123 72 3
123 73 8
123 74 4
123 75 1
123 77 9
123 78 6
123 80 4
123 82 10
123 84 8
123 85 6
123 88 8
123 89 9
123 93 3
123 95 9
123 98 6
123 99 9
123 100 8
123 101 3
123 102 4
123 103 9
123 104 10
123 105 4
123 108 2
123 112 5
123 113 8
123 114 9
123 116 8
123 121 8
123 122 5
124 126 6
124 128 2
124 129 2
124 130 8
124 132 6
124 134 10
124 138 6
124 139 9
124 140 6
124 141 5
124 142 10
124 143 4
124 145 4
124 146 10
124 149 1
124 150 1
124 151 5
124 152 8
124 153 4
124 155 2
124 157 4
124 159 2
124 160 3
124 161 1
124 165 4
124 168 8
124 169 7
124 170 3
124 172 3
124 175 2
124 179 6
124 180 3
124 183 8
124 187 3
124 189 4
124 191 3
124 199 7
124 200 7
124 202 7
124 203 5
124 204 7
124 205 4
124 208 5
124 210 3
124 212 1
124 214 10
124 215 5
124 217 8
124 218 5
124 220 2
124 221 8
124 222 3
124 224 8
124 225 8
124 226 6
124 228 7
124 229 5
124 230 4
124 231 1
124 232 4
124 233 1
124 236 7
124 244 3
124 247 6
124 252 3
124 253 4
124 254 2
124 256 1
124 259 4
124 260 2
124 261 7
124 262 10
124 263 5
124 265 9
124 266 7
124 267 2
124 268 8
124 271 9
124 273 7
124 274 7
124 276 3
124 277 9
124 279 4
124 280 1
124 283 7
124 286 10
124 289 1
124 291 1
124 295 9
124 301 10
124 302 1
124 304 6
124 306 9
124 307 4
124 309 9
124 310 1
124 312 6
124 314 4
124 315 10
124 320 8
124 323 2
124 324 1
124 328 6
124 329 1
124 331 3
124 333 5
124 336 3
124 337 1
124 338 1
124 339 9
124 340 1
124 343 3
124 345 10
124 347 1
124 351 5
124 352 1
124 354 1
124 355 5
124 356 1
124 357 7
124 358 5
124 359 4
124 360 2
124 361 7
124 366 8
124 369 6
124 374 10
124 376 2
124 377 4
124 378 6
124 381 4
124 382 8
124 383 7
124 386 3
124 388 2
124 389 7
124 390 6
124 393 3
124 394 10
124 395 9
124 396 4
124 397 10
124 399 3
124 401 4
124 402 3
124 404 10
124 415 2
124 416 9
124 421 9
124 422 8
124 423 8
124 424 4
124 425 9
124 426 9
124 427 6
124 430 6
124 432 4
124 435 1
124 436 10
124 437 1
124 438 10
124 439 8
124 441 5
124 442 5
124 444 9
124 451 10
124 454 8
124 455 3
124 458 4
124 462 8
124 463 5
124 467 8
124 470 4
124 471 2
124 472 2
124 473 3
124 476 8
124 478 3
124 483 1
124 487 6
124 489 8
124 490 7
124 492 6
124 494 9
124 497 7
124 498 10
124 499 3
124 0 3
124 1 9
124 2 3
124 4 8
124 5 7
124 7 5
124 9 5
124 10 4
124 11 5
124 12 6
124 15 4
124 16 8
124 20 9
124 22 4
124 23 7
124 25 4
124 26 6
124 27 10
124 28 6
124 33 9
124 35 8
124 36 7
124 38 8
124 39 10
124 40 4
124 42 5
124 49 7
124 50 2
124 52 5
124 54 9
124 58 2
124 60 6
124 62 2
124 63 1
124 64 1
124 67 2
124 73 3
124 76 8
124 77 10
124 78 3
124 79 6
124 82 9
124 83 8
124 84 6
124 85 6
124 87 9
124 88 8
124 91 7
124 92 5
124 93 7
124 96 1
124 98 4
124 100 4
124 101 6
124 102 7
124 104 3
124 105 7
124 106 6
124 107 5
124 108 7
124 111 1
124 112 5
124 113 7
124 118 3
124 119 5
125 126 6
125 128 9
125 129 7
125 130 7
125 131 8
125 133 8
125 135 4
125 137 9
125 139 3
125 140 2
125 141 4
125 143 1
125 145 8
125 147 4
125 148 1
125 151 7
125 152 9
125 153 4
125 154 4
125 155 6
125 156 3
125 157 8
125 158 2
125 159 5
125 162 3
125 163 1
125 166 8
125 167 3
125 168 10
125 169 2
125 171 6
125 174 2
125 177 7
125 178 10
125 179 9
125 181 3
125 182 2
125 187 6
125 189 7
125 195 10
125 197 5
125 199 1
125 201 1
125 204 8
125 205 8
125 206 7
125 207 3
125 208 8
125 209 10
125 210 4
125 213 7
125 214 6
125 216 6
125 217 5
125 219 5
125 221 10
125 222 10
125 225 9
125 226 1
125 227 5
125 228 8
125 229 8
125 230 10
125 231 1
125 232 6
125 233 5
125 238 9
125 239 4
125 240 5
125 242 3
125 243 1
125 244 8
125 247 5
125 250 7
125 251 3
125 253 3
125 256 1
125 258 9
125 260 6
125 263 5
125 266 7
125 268 9
125 273 10
125 275 8
125 278 3
125 280 6
125 282 8
125 283 7
125 284 2
125 285 8
125 286 10
125 288 1
125 289 3
125 291 3
125 293 7
125 294 7
125 295 3
125 298 2
125 301 5
125 302 1
125 304 1
125 309 7
125 311 1
125 312 7
125 314 6
125 319 9
125 321 2
125 324 2
125 325 9
125 327 3
125 331 2
125 333 6
125 336 8
125 337 4
125 339 2
125 340 1
125 341 4
125 342 9
125 344 7
125 345 8
125 347 4
125 349 5
125 358 5
125 361 10
125 366 7
125 367 6
125 368 9
125 369 6
125 372 8
125 374 4
125 375 4
125 377 8
125 378 5
125 381 5
125 384 4
125 385 9
125 387 9
125 388 1
125 390 6
125 392 10
125 393 6
125 395 5
125 396 3
125 398 7
125 399 4
125 400 6
125 402 9
125 403 2
125 407 6
125 408 6
125 410 5
125 411 5
125 412 2
125 413 4
125 414 4
125 416 10
125 417 8
125 420 7
125 422 7
125 433 8
125 434 10
125 437 4
125 438 10
125 439 9
125 442 2
125 443 4
125 444 8
125 445 9
125 446 7
125 448 10
125 449 9
125 450 9
125 452 9
125 453 2
125 454 6
125 455 6
125 457 3
125 465 10
125 468 6
125 471 1
125 473 7
125 475 7
125 476 9
125 477 5
125 478 5
125 480 6
125 481 6
125 483 4
125 484 6
125 485 4
125 487 3
125 488 6
125 489 4
125 490 9
125 492 4
125 493 9
125 495 9
125 498 7
125 499 2
125 0 2
125 5 4
125 8 6
125 12 4
125 13 8
125 14 7
125 15 9
125 17 1
125 18 4
125 21 4
125 24 8
125 25 1
125 27 7
125 28 10
125 30 1
125 31 7
125 36 6
125 38 6
125 42 3
125 46 7
125 47 9
125 49 2
125 50 4
125 54 2
125 55 4
125 56 3
125 58 2
125 60 1
125 63 2
125 64 7
125 68 4
125 69 6
125 70 3
125 71 1
125 73 1
125 75 7
125 76 5
125 77 7
125 78 1
125 81 1
125 83 7
125 87 4
125 88 7
125 90 1
125 91 6
125 93 6
125 94 4
125 96 3
125 98 7
125 100 8
125 103 6
125 105 8
125 107 4
125 110 6
125 111 3
125 112 4
125 113 1
125 116 1
125 117 3
125 118 8
125 122 8
126 130 1
126 132 7
126 133 10
126 135 2
126 137 8
126 142 3
126 145 10
126 147 7
126 148 10
126 149 9
126 150 1
126 152 1
126 157 3
126 158 2
126 160 2
126 161 6
126 163 8
126 166 10
126 167 1
126 172 7
126 174 1
126 179 9
126 180 1
126 181 10
126 183 3
126 184 2
126 186 8
126 187 4
126 188 9
126 190 9
126 193 4
126 195 9
126 196 5
126 197 5
126 199 1
126 203 3
126 204 4
126 209 3
126 210 4
126 212 6
126 218 9
126 219 2
126 220 8
126 221 6
126 225 10
126 226 3
126 228 2
126 230 6
126 232 9
126 236 9
126 237 3
126 242 3
126 243 6
126 244 3
126 245 3
126 249 7
126 250 9
126 253 6
126 254 10
126 256 5
126 257 9
126 258 9
126 260 1
126 261 8
126 263 10
126 264 5
126 266 3
126 267 8
126 268 4
126 270 10
126 272 7
126 273 8
126 274 9
126 275 9
126 276 9
126 277 1
126 278 8
126 280 6
126 281 7
126 282 9
126 283 10
126 284 9
126 286 5
126 287 5
126 290 7
126 291 4
126 292 8
126 297 1
126 299 3
126 303 6
126 304 2
126 305 9
126 307 8
126 312 4
126 313 9
126 315 8
126 318 5
126 323 5
126 324 8
126 325 9
126 328 3
126 329 7
126 331 3
126 333 6
126 334 6
126 335 1
126 338 5
126 339 5
126 340 2
126 344 3
126 345 1
126 346 1
126 347 4
126 348 5
126 350 3
126 351 10
126 354 2
126 355 6
126 357 7
126 358 4
126 360 1
126 361 2
126 362 1
126 363 5
126 364 4
126 367 5
126 368 5
126 369 1
126 370 10
126 371 2
126 372 4
126 375 3
126 376 2
126 378 9
126 379 3
126 382 5
126 384 7
126 385 3
126 389 10
126 390 2
126 393 6
126 395 1
126 397 5
126 398 2
126 399 4
126 400 7
126 401 10
126 402 10
126 403 6
126 410 4
126 411 4
126 412 4
126 414 8
126 415 1
126 417 1
126 418 5
126 419 8
126 420 1
126 421 7
126 422 7
126 423 7
126 424 6
126 425 10
126 426 9
126 427 2
126 429 5
126 432 8
126 433 8
126 434 3
126 435 2
126 438 7
126 439 2
126 440 4
126 441 4
126 443 4
126 444 9
126 448 9
126 451 6
126 452 3
126 453 5
126 456 9
126 459 7
126 460 8
126 461 10
126 466 1
126 469 9
126 470 9
126 472 4
126 476 6
126 477 5
126 479 1
126 481 1
126 482 6
126 484 3
126 485 8
126 486 5
126 487 3
126 488 2
126 489 9
126 491 7
126 494 8
126 495 9
126 0 10
126 2 2
126 4 2
126 6 7
126 7 3
126 8 1
126 10 8
126 11 10
126 12 4
126 17 9
126 20 6
126 21 8
126 23 6
126 24 8
126 26 1
126 27 1
126 28 8
126 31 8
126 34 7
126 36 1
126 41 3
126 43 1
126 45 8
126 46 4
126 48 5
126 53 4
126 54 8
126 59 3
126 62 7
126 63 10
126 69 2
126 71 4
126 73 1
126 74 3
126 77 9
126 78 1
126 80 9
126 81 4
126 83 4
126 87 5
126 90 10
126 92 8
126 97 7
126 98 10
126 100 2
126 104 1
126 105 5
126 107 9
126 108 6
126 110 4
126 111 1
126 112 3
126 115 4
126 116 7
126 117 1
126 118 7
126 119 8
126 122 2
126 123 2
126 124 7
127 128 8
127 129 2
127 132 3
127 133 10
127 134 9
127 135 10
127 136 6
127 138 4
127 139 9
127 141 10
127 142 3
127 148 3
127 153 10
127 158 4
127 159 10
127 163 6
127 164 8
127 165 3
127 166 5
127 171 2
127 172 9
127 174 9
127 176 2
127 178 5
127 179 5
127 180 6
127 182 2
127 184 3
127 186 6
127 187 6
127 189 7
127 190 5
127 199 5
127 200 2
127 201 5
127 203 2
127 204 10
127 207 4
127 212 7
127 213 6
127 217 2
127 219 10
127 220 9
127 223 8
127 225 9
127 227 9
127 230 1
127 231 8
127 232 4
127 233 7
127 234 9
127 235 10
127 236 1
127 237 1
127 239 4
127 240 7
127 246 9
127 247 7
127 248 5
127 249 3
127 251 6
127 253 10
127 254 2
127 255 5
127 261 4
127 262 3
127 265 6
127 268 8
127 273 4
127 282 7
127 284 1
127 288 4
127 289 8
127 290 10
127 291 10
127 294 9
127 295 6
127 296 5
127 297 8
127 299 10
127 304 3
127 307 6
127 308 5
127 309 4
127 312 6
127 314 9
127 317 10
127 318 3
127 319 9
127 322 9
127 324 10
127 326 2
127 328 2
127 329 8
127 333 8
127 336 4
127 337 8
127 338 8
127 344 2
127 345 10
127 350 2
127 351 8
127 352 2
127 353 3
127 354 10
127 356 7
127 359 9
127 360 5
127 361 8
127 365 4
127 366 4
127 367 1
127 369 6
127 376 3
127 382 3
127 383 4
127 384 8
127 386 7
127 387 9
127 390 1
127 395 6
127 396 5
127 397 8
127 398 4
127 400 10
127 401 1
127 402 4
127 403 8
127 405 9
127 406 2
127 408 5
127 412 8
127 413 4
127 416 6
127 420 3
127 423 3
127 426 8
127 427 7
127 431 8
127 432 8
127 438 7
127 440 4
127 441 7
127 446 1
127 447 7
127 448 7
127 449 3
127 456 10
127 458 5
127 459 10
127 460 2
127 461 9
127 462 5
127 464 6
127 466 4
127 467 10
127 468 6
127 469 10
127 475 2
127 476 1
127 477 7
127 480 4
127 482 2
127 484 2
127 485 1
127 486 3
127 488 3
127 489 2
127 491 6
127 492 10
127 493 1
127 496 2
127 497 4
127 499 5
127 5 10
127 6 4
127 7 2
127 9 8
127 10 9
127 11 2
127 12 3
127 13 10
127 15 1
127 16 6
127 26 7
127 27 8
127 29 1
127 31 10
127 32 3
127 33 7
127 37 1
127 39 9
127 40 2
127 42 7
127 44 6
127 45 9
127 48 1
127 49 5
127 50 7
127 51 6
127 54 4
127 55 8
127 56 6
127 58 6
127 60 1
127 62 5
127 64 7
127 65 5
127 66 1
127 67 9
127 71 2
127 72 4
127 73 7
127 74 6
127 76 4
127 78 2
127 80 1
127 81 2
127 82 9
127 83 5
127 84 5
127 85 4
127 86 9
127 87 8
127 88 7
127 90 9
127 91 6
127 93 10
127 94 10
127 95 3
127 101 10
127 102 2
127 103 5
127 104 3
127 106 3
127 107 2
127 108 6
127 110 3
127 111 10
127 114 1
127 116 3
127 117 5
127 119 9
127 123 3
127 124 2
127 126 7
128 130 7
128 133 3
128 135 1
128 140 8
128 141 10
128 143 1
128 144 7
128 145 6
128 147 1
128 148 5
128 152 10
128 153 9
128 156 4
128 157 6
128 158 6
128 166 6
128 167 6
128 168 1
128 171 5
128 172 8
128 173 3
128 178 10
128 179 7
128 181 2
128 182 7
128 185 2
128 186 8
128 188 10
128 190 10
128 191 5
128 193 10
128 195 5
128 199 8
128 201 7
128 202 7
128 205 9
128 206 8
128 209 6
128 211 6
128 212 7
128 214 6
128 215 6
128 216 5
128 217 5
128 220 4
128 222 10
128 224 8
128 225 2
128 226 3
128 227 10
128 229 8
128 232 8
128 234 9
128 240 5
128 243 3
128 244 7
128 246 1
128 248 8
128 251 10
128 256 1
128 257 8
128 258 4
128 260 6
128 264 7
128 265 5
128 266 10
128 269 4
128 272 10
128 274 6
128 275 6
128 278 3
128 280 8
128 281 10
128 282 3
128 283 7
128 286 1
128 287 7
128 290 1
128 291 9
128 292 4
128 295 6
128 296 8
128 297 7
128 298 8
128 301 5
128 304 3
128 305 2
128 307 8
128 308 7
128 309 5
128 312 10
128 314 5
128 315 9
128 318 10
128 321 3
128 323 9
128 324 3
128 325 2
128 327 2
128 329 4
128 330 3
128 332 5
128 333 7
128 334 6
128 335 6
128 336 1
128 337 7
128 342 7
128 344 7
128 346 8
128 347 6
128 348 3
128 349 3
128 350 1
128 353 9
128 354 3
128 355 9
128 357 1
128 364 2
128 366 7
128 367 3
128 368 3
128 369 2
128 373 2
128 376 6
128 377 7
128 384 8
128 387 6
128 388 9
128 389 5
128 390 6
128 391 6
128 392 3
128 393 4
128 394 3
128 395 3
128 396 7
128 397 6
128 401 6
128 404 9
128 405 5
128 408 6
128 409 9
128 410 5
128 413 1
128 416 7
128 417 8
128 418 6
128 421 5
128 423 3
128 424 9
128 426 9
128 427 5
128 428 4
128 431 3
128 433 9
128 437 2
128 440 3
128 442 6
128 444 10
128 447 1
128 450 3
128 453 1
128 460 5
128 461 6
128 462 5
128 468 8
128 473 7
128 474 10
128 475 7
128 476 9
128 477 5
128 481 7
128 483 5
128 484 4
128 486 5
128 494 9
128 495 6
128 496 6
128 498 10
128 0 5
128 1 1
128 3 1
128 5 6
128 6 7
128 7 7
128 8 10
128 9 6
128 10 7
128 11 1
128 13 5
128 16 1
128 17 4
128 20 10
128 22 2
128 23 1
128 25 6
128 26 5
128 27 3
128 31 10
128 34 10
128 36 6
128 37 2
128 39 5
128 41 2
128 42 5
128 43 3
128 47 9
128 50 1
128 52 3
128 53 2
128 61 6
128 62 6
128 63 6
128 67 10
128 68 1
128 69 10
128 70 7
128 72 6
128 75 3
128 79 6
128 80 8
128 81 8
128 87 2
128 89 8
128 91 3
128 92 3
128 94 7
128 95 3
128 96 9
128 98 10
128 100 7
128 101 8
128 102 2
128 105 2
128 106 1
128 108 9
128 114 4
128 117 1
128 123 8
128 125 7
129 131 4
129 132 9
129 135 8
129 137 10
129 139 8
129 140 8
129 141 4
129 142 10
129 143 5
129 148 2
129 149 9
129 150 5
129 151 4
129 153 2
129 155 7
129 156 9
129 157 6
129 159 8
129 161 5
129 165 8
129 166 9
129 171 3
129 172 10
129 173 4
129 174 3
129 175 7
129 180 7
129 182 5
129 183 7
129 184 2
129 186 6
129 188 5
129 191 10
129 192 5
129 194 10
129 196 6
129 198 2
129 200 9
129 202 8
129 209 6
129 211 5
129 213 1
129 214 7
129 215 5
129 216 2
129 218 5
129 220 8
129 221 8
129 222 4
129 224 6
129 226 8
129 231 4
129 232 2
129 233 1
129 234 2
129 235 8
129 237 7
129 238 1
129 239 9
129 241 10
129 244 3
129 246 2
129 247 3
129 249 4
129 250 2
129 252 3
129 255 4
129 256 3
129 257 6
129 258 4
129 259 4
129 261 4
129 262 8
129 265 8
129 269 4
129 272 5
129 273 4
129 275 10
129 279 7
129 281 10
129 282 5
129 283 4
129 285 1
129 289 9
129 290 2
129 292 9
129 293 6
129 295 8
129 296 6
129 297 9
129 298 2
129 299 9
129 300 2
129 302 10
129 305 3
129 308 5
129 309 1
129 310 1
129 311 6
129 313 2
129 317 2
129 321 4
129 325 9
129 326 1
129 327 4
129 328 7
129 329 4
129 332 6
129 334 6
129 336 1
129 337 1
129 338 9
129 341 9
129 344 9
129 347 4
129 349 5
129 353 10
129 356 10
129 358 10
129 360 8
129 361 9
129 362 4
129 363 10
129 365 4
129 366 5
129 370 6
129 371 9
129 375 5
129 376 1
129 378 9
129 379 10
129 380 2
129 383 9
129 384 1
129 385 1
129 386 3
129 388 8
129 389 1
129 391 8
129 393 6
129 394 5
129 395 8
129 396 8
129 397 4
129 398 7
129 399 8
129 402 6
129 403 5
129 408 8
129 411 3
129 412 10
129 413 3
129 415 8
129 417 10
129 418 6
129 420 10
129 422 7
129 423 5
129 425 7
129 428 6
129 430 7
129 431 7
129 432 8
129 434 6
129 439 10
129 441 5
129 443 2
129 444 8
129 446 5
129 447 2
129 448 5
129 449 3
129 450 6
129 455 5
129 456 6
129 457 1
129 460 8
129 461 2
129 462 9
129 466 5
129 471 2
129 473 6
129 474 9
129 476 3
129 481 4
129 483 9
129 484 7
129 488 6
129 489 9
129 490 8
129 492 2
129 494 1
129 495 1
129 496 9
129 4 4
129 5 4
129 6 8
129 7 10
129 9 10
129 11 10
129 12 4
129 13 8
129 14 6
129 16 6
129 17 8
129 19 7
129 22 5
129 23 9
129 28 2
129 29 7
129 30 1
129 33 3
129 37 5
129 38 7
129 40 4
129 42 2
129 43 2
129 50 4
129 54 2
129 57 4
129 60 6
129 61 5
129 63 5
129 67 1
129 68 2
129 72 3
129 73 3
129 74 2
129 75 10
129 78 7
129 79 2
129 80 9
129 82 10
129 83 2
129 84 6
129 86 5
129 87 1
129 93 9
129 94 7
129 95 5
129 96 7
129 97 2
129 99 7
129 102 1
129 103 9
129 104 8
129 106 1
129 107 3
129 108 8
129 112 2
129 116 5
129 122 8
129 125 5
129 126 8
129 127 5
130 132 4
130 136 4
130 137 4
130 138 2
130 144 8
130 145 8
130 146 7
130 148 3
130 150 2
130 152 3
130 153 10
130 154 2
130 156 9
130 158 7
130 159 4
130 161 9
130 163 1
130 164 9
130 165 7
130 166 8
130 172 1
130 173 2
130 174 7
130 175 3
130 177 6
130 179 5
130 180 6
130 187 8
130 189 10
130 191 2
130 192 6
130 193 8
130 194 9
130 195 6
130 196 8
130 200 4
130 202 9
130 203 2
130 204 7
130 205 2
130 206 10
130 207 1
130 209 8
130 211 6
130 216 9
130 217 2
130 219 5
130 220 5
130 221 3
130 225 5
130 228 9
130 229 9
130 232 3
130 233 8
130 236 7
130 237 5
130 239 10
130 245 5
130 249 2
130 250 7
130 251 2
130 252 9
130 253 8
130 255 1
130 258 9
130 259 10
130 260 2
130 261 5
130 263 8
130 264 7
130 265 5
130 267 4
130 269 10
130 270 8
130 271 6
130 273 3
130 275 5
130 279 6
130 280 6
130 281 1
130 283 4
130 284 9
130 287 10
130 290 4
130 294 9
130 295 5
130 298 6
130 299 6
130 300 8
130 302 4
130 303 5
130 307 5
130 311 7
130 312 4
130 315 9
130 316 7
130 318 8
130 319 7
130 321 2
130 322 4
130 323 2
130 326 8
130 329 9
130 333 7
130 337 10
130 338 1
130 340 10
130 341 4
130 343 10
130 345 8
130 346 1
130 347 8
130 349 3
130 352 7
130 355 9
130 357 10
130 359 3
130 362 8
130 368 2
130 369 6
130 373 2
130 375 8
130 377 8
130 378 3
130 380 8
130 381 8
130 383 7
130 388 9
130 390 1
130 395 3
130 398 5
130 401 8
130 402 3
130 403 6
130 405 6
130 407 4
130 408 2
130 411 3
130 412 9
130 413 10
130 414 4
130 415 10
130 417 2
130 418 2
130 420 10
130 421 8
130 422 5
130 423 2
130 424 8
130 426 5
130 429 7
130 431 8
130 432 7
130 433 6
130 436 3
130 437 4
130 440 2
130 441 7
130 442 3
130 444 6
130 446 10
130 455 6
130 457 8
130 458 8
130 460 8
130 463 7
130 464 5
130 465 3
130 467 7
130 469 3
130 470 8
130 471 4
130 472 9
130 477 3
130 478 7
130 479 1
130 480 7
130 481 5
130 482 5
130 484 6
130 487 8
130 488 5
130 492 2
130 493 1
130 496 5
130 497 4
130 498 5
130 0 8
130 3 3
130 4 7
130 5 7
130 7 1
130 9 3
130 12 3
130 13 5
130 16 8
130 18 10
130 19 10
130 24 9
130 27 6
130 28 3
130 31 5
130 35 9
130 38 7
130 41 3
130 42 6
130 43 7
130 44 10
130 45 10
130 46 10
130 48 10
130 52 9
130 58 3
130 59 7
130 60 3
130 66 8
130 67 1
130 69 8
130 70 1
130 71 9
130 76 5
130 78 2
130 79 6
130 81 8
130 82 6
130 83 3
130 87 6
130 91 3
130 92 3
130 93 3
130 96 7
130 100 3
130 103 4
130 105 9
130 108 10
130 111 8
130 112 9
130 113 5
130 114 1
130 121 6
130 122 9
130 123 3
130 124 2
130 127 8
130 128 3
130 129 9
131 132 1
131 133 6
131 139 1
131 143 5
131 146 5
131 148 7
131 149 7
131 151 10
131 154 6
131 158 7
131 163 10
131 164 4
131 166 8
131 168 4
131 169 9
131 170 9
131 172 1
131 174 3
131 175 8
131 177 8
131 178 8
131 180 1
131 181 8
131 182 3
131 183 5
131 184 7
131 185 6
131 186 10
131 188 5
131 189 10
131 191 7
131 195 5
131 201 2
131 202 8
131 207 4
131 209 1
131 210 9
131 211 6
131 212 7
131 215 4
131 216 1
131 217 6
131 219 8
131 221 8
131 223 2
131 225 7
131 227 5
131 228 4
131 230 7
131 231 3
131 233 6
131 234 6
131 237 7
131 240 7
131 242 2
131 243 8
131 245 7
131 246 4
131 248 10
131 250 6
131 251 9
131 252 8
131 254 6
131 257 3
131 258 3
131 260 6
131 261 3
131 264 10
131 265 10
